资产负债率,有形资产带息债务比,有形资产负债率,市净率母公司,综合杠杆,每股企业自由现金流量,第一大股东持股比率,成本费用利润率,留存收益资产比,总资产周转率,流动资产周转率,Z值,风险值,上年度违规,上年度违规次数
0.310399,0.014231,0.268157,1.828504,0.940941,-0.235092,31.32,-0.087322,0.115197,0.368522,0.46579,2.79134,2.388,1,3
0.759247,0.586041,0.759029,2.013107,1.054167,0.037455,31.32,-0.962856,-0.672845,0.203824,1.036592,-1.41806,2.56,1,3
0.336498,0.128453,0.276582,2.466258,1.034883,0.149743,31.32,0.720895,0.452399,0.177651,0.803743,3.514051,2.43,1,1
0.503907,0.083015,0.485688,1.682881,1.054167,-0.050856,31.32,0.023469,0.051804,0.425555,0.55117,1.517346,2.428,1,1
0.137402,0.053317,0.186648,7.906154,0.999179,0.015859,34.39,0.159272,0.222895,0.517168,0.909786,15.679908,0.159,0,0
0.131457,0.165483,0.258512,3.331084,0.98335,0.009218,5.39,0.023725,-2.222868,0.630499,2.289603,6.906853,2.477,1,6
0.506696,0.373204,0.500805,0.920517,2.621935,0.021483,31.32,-0.248128,0.035864,0.383537,0.646651,1.380012,2.499,1,4
0.326795,0.645866,1.016263,2.616403,1.054167,-0.006158,31.32,-1.543341,-0.087015,0.072168,0.110566,1.8805,2.468,1,4
0.8023,0.711774,0.765684,8.933341,1.054167,-0.021418,31.32,-0.493806,-1.147998,0.245101,0.37164,0.346157,2.607,1,4
0.465262,0.119107,0.593434,2.125648,1.506296,-0.08405,28.18,-0.007022,-0.050102,1.359857,2.845753,3.255081,0,0,0
0.335208,0.308501,0.484891,1.257908,1.047857,0.689502,31.32,-0.09774,0.209415,0.308739,1.108008,1.566168,2.641,1,1
0.681316,0.489428,0.741607,3.752675,2.228471,-0.015463,31.32,0.010625,-0.394073,0.423388,0.69341,0.609098,2.717,1,1
0.594735,0.439076,0.660683,1.404971,1.268749,0.471482,31.32,0.046914,0.183722,1.317799,4.182503,2.034303,0.087,0,0
0.423406,0.274399,0.431401,1.859615,1.14094,-0.609393,31.32,0.029397,0.107433,0.711512,0.853729,3.197489,2.548,1,1
0.587612,0.239047,0.574972,1.71999,1.054167,-0.050189,31.32,-0.093242,-0.089556,0.733929,1.730386,0.925877,2.424,1,2
0.514234,0.320887,0.538985,1.814943,1.086975,-0.153885,31.32,0.084569,0.24656,1.027999,3.271303,2.19357,3.092,1,1
0.585315,0.314413,0.638659,2.03802,1.250515,0.02208,31.32,-0.012703,-0.054566,0.545452,1.334384,0.73643,2.914,1,7
0.486416,0.006265,0.349559,10.379436,1.054167,0.016756,31.32,-1.249692,-2.998828,0.379934,0.433544,6.505301,0.101,0,0
0.420268,0.291403,0.388341,3.508287,1.251461,-0.004113,31.32,0.050292,0.368796,0.513479,0.926773,3.246654,2.687,1,2
0.500382,0.275564,0.509634,1.529,2.874761,0.042566,10.06,-0.008515,-0.33864,0.4822,1.053225,0.986537,2.818,1,2
0.457454,0.302346,0.463798,1.271849,1.093278,0.203115,19.64,0.021699,0.325262,0.586861,1.025355,2.260687,0.102,0,0
0.762721,0.309968,0.790741,1.362698,1.054167,-0.040045,31.32,-0.1918,-0.038425,0.228037,0.391495,0.162502,2.494,1,4
0.078504,0.009597,0.116168,2.116619,1.001074,26.173714,31.32,2.957504,0.76987,1.210979,1.994347,14.178367,2.577,1,3
0.432073,0.271204,0.415495,1.320563,1.054167,0.016479,31.32,-0.419853,-0.01386,0.110452,0.20152,0.73079,2.369,1,7
0.408707,0.350139,0.510018,3.756678,1.110202,-0.169759,14.46,0.167499,0.20654,0.450347,1.131558,2.585678,2.388,1,1
0.235414,0.071735,0.348725,1.847261,0.994307,-0.054532,31.32,-0.225008,0.014051,0.345991,0.612898,6.017398,2.88,1,2
0.429537,0.035019,0.381506,1.368009,0.825899,-0.140766,12.9,0.060842,0.2558,0.544071,0.943812,2.346569,0.088,0,0
0.382689,0.202868,0.386462,7.137097,1.009822,-1.156022,20.01,1.040691,0.367288,0.528329,1.308342,4.407664,2.496,1,1
0.77431,0.419397,0.744518,2.234877,1.054167,0.183604,31.32,-0.060619,-0.152197,0.740007,1.612758,0.461595,2.736,1,2
0.35395,0.049181,0.383608,0.962982,1.091157,0.129396,24.68,0.038956,0.347743,0.848402,1.265601,2.722294,2.553,1,3
0.517885,0.419096,0.583482,1.236297,1.346364,-0.199496,20.49,0.090305,0.172763,0.523274,1.584929,1.372408,2.499,1,2
0.603561,0.228156,0.605545,1.652027,1.284422,0.464277,20,0.100137,0.082489,0.499221,0.750869,1.260491,2.558,1,2
0.491454,0.246208,0.526718,1.24739,1.054167,0.078162,31.32,-0.321215,-0.083371,0.621403,1.50593,0.811925,2.713,1,3
0.624493,0.500822,0.656269,2.667794,1.374258,0.208329,31.32,-0.148434,-0.024667,0.554136,0.854685,1.574583,2.419,1,3
0.33163,0.214714,0.274722,3.874724,1.054167,-0.045491,31.32,-0.680005,-3.687723,0.270534,0.863105,0.976945,0.078,0,0
0.253507,0.147009,0.243724,2.848423,1.054167,-0.119466,31.32,-0.034303,-0.600334,0.153465,0.559877,2.011762,3.115,1,6
1.380407,0.754325,0.965923,21.451373,1.054167,-0.02397,31.32,-0.600809,-1.353683,0.359406,0.78033,-3.440389,2.486,1,10
1.202299,0.000514,0.937409,0.640757,1.054167,-0.009971,31.32,-1.879247,-0.377107,0.087657,0.093514,-1.538763,0.154,0,0
0.391332,0.344309,0.575498,4.12651,1.911342,-0.03278,26.9,0.02347,-0.066544,0.292086,0.760163,4.153532,2.78,1,1
0.038427,0.110448,0.142073,3.495671,0.964917,0.079516,31.32,0.003667,0.244986,0.280274,0.409038,42.72174,2.373,1,5
0.213652,0.017811,0.237954,2.109077,0.98686,0.239311,31.32,0.564731,0.413007,0.644953,0.943745,8.645506,0.015,0,0
0.823572,0.680879,1.217166,13.384652,1.024252,0.02973,31.32,-0.02908,-0.183163,0.492757,2.847722,1.435023,2.495,1,2
0.533236,0.072686,0.315305,5.711468,2.31318,-0.010607,31.32,-0.337148,-0.654945,0.285633,0.659002,2.987661,2.718,1,2
0.41872,0.144126,0.416478,4.349641,1.002034,-0.353118,31.32,-0.284143,-0.715028,0.454215,0.838091,1.879474,2.495,1,4
0.741832,0.200288,0.738842,4.035232,0.779532,-0.778564,39.01,0.069382,0.136429,0.460325,0.674632,1.352305,0.068,0,0
0.900047,0.621756,0.935015,3.221517,9.018364,-0.036852,31.32,-0.398355,-0.517897,0.266743,0.65251,-0.487903,2.552,1,5
0.373352,0.125973,0.488828,1.274055,1.040941,-0.098757,31.32,0.05902,0.408494,0.961848,1.739298,3.276649,2.739,1,1
0.905895,0.46964,0.897345,6.772885,2.721338,0.025704,31.32,-0.355426,-0.364771,0.457004,0.895548,0.24434,2.556,1,1
0.29602,0.106462,0.312585,1.431975,1.07241,0.07145,31.32,0.007052,0.147345,0.299429,0.628987,1.888367,2.538,1,3
0.331525,0.095288,0.275867,0.8645,0.902245,0.396215,31.32,0.06089,0.169384,0.786833,0.963545,2.783902,2.456,1,1
0.136274,0.078221,0.107894,1.697944,1.220755,-0.199216,31.32,0.425185,0.450008,0.124944,0.688863,10.567608,2.657,1,3
0.198856,0.147933,0.182077,0.812995,-1.961421,-0.049421,31.32,0.025283,0.428988,0.267789,0.517681,3.032822,0,0,0
0.53463,0.151455,0.510381,2.680143,1.157489,0.503649,31.32,0.051915,0.200728,1.242253,1.676786,2.594459,2.894,1,2
0.542143,0.214112,0.564803,1.34912,1.054167,0.02175,31.32,-0.012683,-0.194867,0.301175,0.59209,0.339537,2.625,1,8
0.576048,0.168263,0.535026,1.922113,0.798064,-0.104763,45.86,-0.003762,0.14267,0.699195,1.142797,1.870109,0.117,0,0
0.523184,0.357022,0.600186,0.556329,1.378716,-0.213968,31.32,0.032221,0.191561,0.952826,1.776875,2.611352,0.151,0,0
0.239048,0.166516,0.352409,1.495936,1.286889,-0.048384,31.32,0.200522,0.111444,0.344477,1.502126,1.703858,2.444,1,1
0.902846,0.347505,0.943557,0.408676,1.054167,7.908491,31.32,-0.361122,-0.069229,0.601042,7.764606,0.966831,2.613,1,2
0.446547,0.126734,0.468842,1.236847,2.014021,-0.013523,31.32,0.055734,0.267928,0.691833,1.050553,2.119415,2.527,1,4
0.384634,0.480447,0.585466,4.903987,1.054167,-0.189947,13.52,-0.022195,-0.059152,0.33669,0.670934,2.528743,2.573,1,1
0.105709,0.03227,0.100027,4.514467,0.219972,-0.069928,31.32,0.667916,0.112094,0.126891,0.163254,19.872017,2.647,1,2
0.316969,0.241587,0.324645,4.523233,1.054165,-0.043349,31.32,0.274125,0.426498,0.561614,1.428616,6.040233,0.059,0,0
0.845735,0.100052,1.010526,591.530961,1.108201,-0.037968,18.64,-0.167035,-2.004961,0.707638,0.829692,2.322745,2.45,1,6
0.239228,0.099008,0.259721,1.440483,1.007693,0.016803,29.86,0.074224,0.213365,0.539961,1.045998,2.944486,2.442,1,1
0.079997,0.070332,0.231002,1.070804,0.86811,-0.211116,31.32,-0.761945,-0.740486,0.189234,0.339973,5.36112,2.582,1,4
0.636576,0.2691,0.993833,3.262686,1.054167,-0.213571,31.32,0.087555,-0.92368,1.818562,3.418383,2.446262,2.666,1,11
0.95012,0.355759,1.202886,13.906022,1.054167,0.045061,31.32,-0.021705,-0.092093,0.344203,0.513732,0.415274,2.796,1,4
0.624895,0.466456,0.606606,3.265957,1.070269,0.432847,31.32,0.312483,0.226314,0.656978,3.156609,2.147673,2.483,1,5
0.620454,0.525473,0.619535,6.690893,1.054167,0.035172,31.32,-0.137896,-0.490011,0.807608,1.570066,2.015897,2.733,1,7
0.514169,0.317022,0.556617,6.629881,1.024096,-1.043158,22.74,-0.14588,0.113889,0.454726,0.759017,3.581106,2.505,1,2
0.729706,0.200933,0.801968,11.463062,1.431736,0.012716,48.05,0.067651,-0.251766,1.189845,1.591714,2.070101,2.393,1,5
0.424111,0.284753,0.529835,2.173601,1.873019,0.221552,31.32,0.020007,0.068375,0.64024,1.168038,2.109167,0.048,0,0
0.461731,0.364899,0.438485,1.671854,1.36241,-0.038216,31.32,0.051956,0.150809,0.471128,1.215395,1.931231,0,0,0
0.572707,0.435126,0.605948,2.584205,1.410134,-0.104364,31.32,0.021012,0.081257,1.229269,1.525374,2.909755,2.61,1,2
0.362316,0.283764,0.393229,4.389723,1.054167,-0.137218,31.32,-0.095051,-0.287362,0.30159,1.08859,5.212721,0.095,0,0
0.910739,0.215424,0.879611,4.550544,1.054167,-1.229933,31.32,0.001333,-0.190724,0.781452,1.937807,-0.334918,0.028,0,0
0.543553,0.374572,0.654998,5.992249,1.054167,-1.121897,31.32,-0.072975,0.25781,0.646944,1.994719,2.217427,2.532,1,3
0.790526,0.245794,0.752618,1.219769,1.054167,-0.03031,31.32,-0.004519,0.013093,0.149188,0.231642,0.013067,2.946,1,2
0.198163,0.096407,0.247222,2.222656,1.177534,-0.02425,10.36,0.012023,0.30882,0.607983,1.821023,4.941481,2.405,1,2
0.560779,0.433489,0.602906,3.155689,1.695889,0.417667,31.32,-0.06339,0.161299,2.020315,3.608936,3.798394,2.616,1,1
0.195471,0.06671,0.162953,8.467577,1.029274,-0.110049,24.52,0.150273,0.382411,0.432162,0.907033,24.823585,0.157,0,0
0.343831,0.353462,0.466992,5.968601,1.007503,-1.494408,31.32,0.678598,0.402299,0.700306,1.290231,7.09258,2.757,1,2
1.352938,0.402717,0.987991,17.589358,1.054167,0.001515,31.32,-0.858261,-1.731252,0.225177,0.239856,-3.22116,2.84,1,5
0.75459,0.37945,0.900748,2.528397,2.976197,-0.090285,31.32,-0.145503,0.080819,0.514013,1.178668,0.591122,2.805,1,11
0.349682,0.155784,0.352765,2.498848,1.065084,-0.116471,31.32,0.142601,0.363704,1.222659,3.434851,4.144377,2.88,1,5
0.627658,0.313441,0.668271,1.752918,1.481502,-0.063358,31.32,0.037023,0.127227,0.883389,1.775331,1.789,0.018,0,0
0.333751,0.03843,0.332879,2.997448,1.005802,0.852897,20.51,0.794309,0.236008,0.526628,1.121323,3.236269,2.811,1,10
0.430367,0.017418,0.498838,5.825671,4.872748,0.001931,15.34,-0.196012,-2.355961,0.716706,1.025313,2.372398,2.574,1,3
0.537262,0.26475,0.541749,1.692713,1.139506,-0.366995,31.32,0.07685,0.237912,1.051229,1.589587,2.357533,0.591,0,0
0.335246,0.007214,0.308593,3.3591,2.497109,-0.173235,31.32,0.009325,0.340148,0.595042,0.768158,5.176069,2.931,1,3
0.484762,0.485743,0.543316,0.987939,1.902964,-0.158393,27.03,0.015806,0.14819,0.299929,0.648788,1.538546,2.628,1,1
0.545586,0.408761,0.676781,3.750342,1.379853,0.091965,31.32,0.15243,0.262916,0.490967,0.744464,2.425243,2.433,1,3
1.179785,0.275107,1.102832,2.616403,1.054167,0.309196,31.32,-0.601064,-0.511166,0.558522,0.697838,-0.57661,2.577,1,3
0.55989,0.060131,0.297661,3.466491,1.075167,-0.677911,31.78,0.014003,0.142303,0.874104,1.190042,3.77236,3.016,1,1
0.641053,0.392766,0.674049,0.946947,1.054167,-1.326138,31.32,-0.023523,0.005098,0.520579,0.97872,0.317258,0.015,0,0
0.267463,0.149377,0.298652,5.01956,0.368189,0.015421,31.32,-0.723762,0.157941,0.310674,0.445418,5.979109,2.645,1,4
0.230053,0.015669,0.119475,5.278629,1.054167,0.179558,31.32,0.098862,0.074762,0.196436,0.246254,7.968113,2.824,1,3
0.077539,0.059967,0.085258,2.073243,1.054167,-0.044548,31.32,-0.003963,0.304144,0.228814,0.350493,21.714732,0.003,0,0
0.609192,0.386212,0.604678,1.357303,1.054167,-0.82664,31.32,0.022276,0.147531,0.542702,0.661413,1.521475,0.138,0,0
0.290229,0.066886,0.354129,2.894646,1.009102,-0.212343,31.32,0.0506,0.369438,0.82194,1.768779,4.341921,0.006,0,0
0.916144,0,0.915216,0.758276,1.054167,-1.326883,8.18,0.0823155,0.041493,0.021154,0.9002815,2.902406,0.273,0,0
0.622883,0.64146,0.736411,5.25137,1.054167,-1.210422,31.32,-0.056787,0.082742,1.065422,4.046528,2.084195,2.509,1,2
0.605234,0.214728,0.46779,3.339179,1.117322,-0.220592,27.82,0.17115,0.191964,0.496526,0.918563,3.166278,2.541,1,2
0.638257,0.11228,0.647235,1.789851,1.231257,-0.4906,22.67,0.033119,0.149015,1.146185,1.675146,1.815764,0.462,0,0
0.532313,0.30315,0.610077,8.207372,1.040778,0.194532,37.6,0.063904,0.287035,1.178745,2.74799,7.70657,0.422,0,0
0.509214,0.284209,0.502118,6.242913,0.903826,0.228717,31.32,0.139113,0.284317,0.504609,0.65744,2.741735,0.037,0,0
0.426254,0.226913,0.448695,1.629776,0.988092,0.335076,49.68,0.090118,0.203716,0.558229,0.961966,4.373341,0.006,0,0
0.422688,0.140212,0.532019,4.253974,1.021288,0.136435,40.59,0.087539,0.302625,1.832642,2.200797,5.49243,0.066,0,0
0.505806,0.439934,0.504514,1.677858,1.14128,1.319031,31.32,0.139136,0.341105,0.656327,0.801857,2.208609,0.098,0,0
0.67678,0.507308,0.62255,2.186368,1.063523,-1.385044,21.24,0.02431,0.154443,0.496523,1.118169,1.346552,2.588,1,2
0.615635,0.228374,0.641806,2.41114,1.112289,-0.845146,38.14,-0.012841,0.143253,0.803476,1.24865,1.841023,0.015,0,0
0.207034,0.025904,0.192907,2.768921,0.607383,-0.548756,26.5,-0.090568,0.462869,0.221827,0.287504,8.77695,0.133,0,0
0.349643,0.226433,0.361244,4.581705,1.060395,-0.000151,31.32,0.163682,0.166749,0.53283,1.360615,4.300119,2.55,1,1
0.230048,0.045442,0.283495,1.351259,1.143606,-2.432443,31.32,0.047206,0.299745,0.966455,1.379665,4.75939,0.003,0,0
0.266891,0.057091,0.227373,2.706684,0.988767,0.404504,31.32,0.077199,0.274466,0.690882,0.907413,5.731271,2.808,1,3
0.502207,0.088986,0.497944,2.520578,1.014417,0.139294,31.32,0.052463,0.259928,0.525503,0.720515,2.589855,0.101,0,0
0.255991,0.128366,0.345892,4.019643,1.00904,-1.443159,31.88,0.183054,0.353375,0.57117,0.686588,5.643972,0.006,0,0
0.837318,0,0.861577,3.482409,1.054167,-0.563733,75.57,0.0823155,0.092459,0.12966,0.9002815,2.902406,2.42,1,3
0.089035,0.041314,0.137373,1.741654,0.882536,0.182529,31.32,0.096109,0.281743,0.512233,0.745227,8.756834,0.006,0,0
0.202178,0.024212,0.212914,2.189801,1.119871,-0.932619,31.32,0.196128,0.318405,0.237319,0.334171,4.678833,0,0,0
0.436131,0.055697,0.461439,1.675578,3.301353,-0.494628,31.32,-0.013595,0.298089,0.543093,1.075873,1.653484,0.007,0,0
0.670934,0.320508,0.685281,3.219223,1.054167,-1.115696,32.03,0.014163,0.088498,0.528543,0.819293,1.482735,2.483,1,3
0.331381,0.356176,0.520025,3.059899,1.043049,0.00619,31.32,0.232927,0.418818,0.433321,0.987021,4.388323,2.052,1,7
0.109821,0.065004,0.154607,2.029047,0.979489,-0.054903,31.32,-0.819017,-0.552459,0.161481,0.221746,7.507991,2.644,1,2
1.297101,0.420029,1.268568,54.509351,1.054167,-0.082323,31.32,-0.496012,-1.818305,0.425311,0.88082,-3.17638,2.526,1,2
0.941213,0.7324,0.97849,57.24942,1.763297,0.049336,31.32,-0.161341,-1.552384,0.877394,2.009128,0.511729,2.508,1,4
0.603526,0.275132,0.599888,8.36936,1.153969,-1.49867,32.08,0.136273,0.130026,0.434061,0.984992,2.745412,2.444,1,1
0.463104,0.283033,0.470193,1.734625,1.3669,-0.07249,31.32,0.051967,0.198911,0.245538,0.361489,1.686304,2.766,1,2
0.758554,0.106475,0.882494,28.271085,2.397226,0.187737,31.32,0.03455,-0.306847,1.66546,2.028744,2.303072,3.195,1,4
0.723731,0.414892,0.677795,3.969612,1.054167,-0.018134,31.32,-0.379311,-0.596565,0.076725,0.281627,-0.373971,2.574,1,2
0.875983,0.008315,0.822377,25.589567,1.008314,0.131874,31.32,0.113083,-4.192997,1.037008,1.130753,0.046879,2.656,1,2
0.636676,0.342517,0.652876,4.301464,2.155877,-0.023933,31.32,-0.065111,-0.805781,1.196709,2.068751,1.335804,2.85,1,1
0.359499,0.014084,0.393077,3.233582,0.740882,-1.538443,10.32,0.204949,0.161461,0.362917,0.528973,3.74037,0.006,0,0
0.571188,0.598067,0.80768,1.911167,1.054167,-0.00745,31.32,-0.377571,0.140311,0.370917,2.911722,0.798489,2.471,1,2
0.590781,0.384925,0.669902,1.883519,2.441116,0.155821,31.32,-0.336751,-0.467818,0.197381,0.359382,0.615536,2.398,1,10
0.457419,0.395577,0.505621,1.607497,2.25557,0.548645,8.65,0.018822,0.178506,0.871285,1.228214,2.170542,0,0,0
0.351918,0.11351,0.358721,2.347544,1.159602,-0.12131,31.32,-2.289105,-1.52038,0.44202,0.679883,0.750073,3.053,1,5
0.432391,0.2071,0.406051,10.996692,1.18909,0.029208,31.32,-0.160915,-0.031231,0.288486,1.141764,7.507181,2.651,1,4
0.209554,0.077451,0.272077,2.0339,1.104875,-0.075131,15.2,0.053314,-0.05814,0.13487,0.291017,3.748904,2.84,1,2
0.606379,0.290584,0.51344,4.50936,1.628658,0.053732,31.32,-0.360868,-0.663443,0.787924,1.664549,1.624229,2.663,1,5
0.255815,0.270412,0.418993,4.855322,15.182904,-0.010527,31.32,0.072349,-0.134511,0.278235,0.380809,7.025415,0.06,0,0
0.199614,0.085773,0.177144,1.771487,1.015535,-0.105549,31.32,0.106564,0.265869,0.255102,0.580675,3.419743,2.527,1,2
0.685253,0.449665,0.64682,2.084246,1.122721,-0.169045,31.32,-0.097695,0.023464,0.733737,1.217565,1.905735,2.525,1,6
0.594688,0.529527,0.835183,0.857782,3.561188,-0.158311,33.04,0.103556,0.171554,0.119612,0.367919,0.598973,2.239,1,5
0.837128,0.395223,1.01123,51.187593,1.057873,0.016008,31.32,0.250532,-0.781079,1.033653,1.261437,2.574512,2.708,1,1
0.505468,0.157034,0.446354,1.935543,1.054167,-0.082374,29.48,-0.011532,0.236685,0.566152,1.285766,1.529807,2.505,1,4
0.529496,0.192283,0.402265,6.680844,1.156633,-0.288566,3.73,0.223769,-0.37161,0.322538,0.545144,2.489554,2.416,1,2
0.635161,0.487223,0.612775,2.342702,1.741788,-0.236044,31.32,-0.54989,-0.239721,0.303921,0.574044,0.413316,2.818,1,5
0.219056,0.135004,0.179073,4.131611,1.054167,-0.354788,31.32,-0.859189,-0.428315,0.231011,0.483297,3.42449,2.61,1,2
0.476465,0.396239,0.830898,5.231861,1.142767,-0.579115,31.32,0.138598,-0.251062,0.514505,0.904937,2.244842,2.416,1,1
0.49687,0.443606,0.570704,2.175455,10.87741,-0.036275,17.86,-0.454475,-0.282834,0.303595,0.496896,1.04372,0.006,0,0
1.28213,0.543443,1.313401,2.616403,1.054167,-0.009067,31.32,-1.83798,-0.633197,0.053277,0.364823,-2.121533,2.953,1,3
0.392271,0.237078,0.442987,2.406831,1.138848,-0.131155,31.32,0.156082,0.164786,0.375798,0.540351,2.35018,0.392,0,0
0.62837,0.300495,0.636375,1.333572,1.40591,-0.125792,45.14,0.032318,0.043248,0.735002,1.26384,1.372963,2.398,1,5
0.4211,0.253767,0.480905,2.827674,1.054167,-0.194892,31.32,0.048897,0.094185,0.226041,0.425704,1.15545,2.419,1,3
1.164836,1.078236,1.603988,2.616403,2.530168,0.004525,31.32,-0.529256,-0.96239,0.22002,0.905272,-1.685095,3.026,1,6
0.160572,0.036296,0.147553,1.684448,0.87579,-0.653131,31.32,0.342873,0.219118,0.400077,1.036547,7.801069,2.459,1,2
0.567586,0.468349,0.635002,1.891167,1.054167,0.325408,31.32,-0.298078,-0.09436,0.913219,1.379775,1.470131,2.608,1,3
0.271044,0.05414,0.279431,1.454138,0.899343,-0.210663,31.32,0.162289,0.202435,0.257908,0.315586,3.343284,2.561,1,2
0.350376,0.162018,0.490761,3.890266,1.040344,0.03708,39.69,-0.273063,-0.791084,0.570182,1.436162,3.361548,0.17,0,0
0.182511,0.036567,0.265521,3.610756,0.991134,-0.208087,41.79,0.34162,0.226866,0.597478,1.076274,8.245621,2.496,1,1
0.698687,0.371118,0.754959,1.846127,1.054167,0.405042,31.32,-0.227347,-0.042205,0.233836,1.291688,-0.09939,2.711,1,7
0.376039,0.600054,0.775993,3.441056,2.75173,-0.007558,31.32,-0.2066,0.16953,0.346919,1.036103,3.576001,2.85,1,1
0.523297,0.125554,0.520898,5.705055,1.41568,0.033464,21.12,-0.994572,-1.085327,0.22443,0.493487,1.701193,2.565,1,1
0.847522,0.120302,0.9762,28.595368,1.054167,0.009942,14.68,-1.269541,-1.41891,0.207353,0.417139,-1.395191,2.967,1,9
0.50299,0.278488,0.519412,2.599679,43.227535,-1.289517,27.83,0.011389,0.080814,0.445361,0.60916,2.171109,0.083,0,0
